LOCATION_ID,ACCESS_ID,LOCATION_NM,BRAND_CD,LOCATION_TYPE,OWNERSHIP,GAS_BRAND_TXT,FSR_NM,RESTAURANT_FRANCHISE_FLG,ADDRESS_TXT,CITY_TXT,STATE_TXT,ZIP_CD,REGION_TXT,DISTRICT_TXT,LAT,LON
946,6946,TA Express Minden,TA Express,Fo-Fo,Franchise,Sunoco,,,2198 Highway 532,Minden,Louisiana,71055,Northeast / 01,098,32.5720300,-93.2029500
926,6926,TA Express Mooreville,TA Express,Fo-Fo,Franchise,TA,,,590 MS 371,Mooreville,Mississippi,38857,Northeast / 01,098,34.2790820,-88.5687240
286,6286,TA Express Mount Vernon,TA Express,Fo-Fo,Franchise,Shell,Taco Casa,TRUE,300 SE Access Rd,Mount Vernon,Texas,75457,Western / 04,098,33.1491400,-95.2093900
289,6289,TA Express Nacogdoches,TA Express,Fo-Fo,Franchise,Gulf,Denny's,TRUE,2615 NW Stallings Drive,Nacogdoches,Texas,75964,Western / 04,098,31.6521100,-94.6787600
171,115,TA Express New Haven,TA Express,Co-Co,COCO,BP,,,3 East Industrial Road,Branford,Connecticut,06405-6508,Northeast / 01,004,41.2968000,-72.7595000
982,6982,TA Express New Lisbon,TA Express,Fo-Fo,Franchise,Phillips,,,1700 E Bridge Street,New Lisbon,Wisconsin,53950,Northeast / 01,097,43.8857900,-90.1466400
555,6555,TA Express Niagara Falls,TA Express,Fo-Fo,Franchise,Gulf,,,6021 Porter Rd,Niagara Falls,New York,14304,East,097,43.1069500,-78.9944400
510,6510,TA Express North Houston,TA Express,Fo-Fo,Franchise,Phillips,Denny's,,1104 N Sam Houston Pkwy E,Houston,Texas,77032,Western / 04,098,29.9379600,-95.3724700
450,6450,TA Express Norwood,TA Express,Fo-Fo,Franchise,Gulf,Ozark Café,FALSE,741 State Hwy E,Norwood,Missouri,65717,Western / 04,097,37.1169071,-92.4200916
430,6430,TA Express Olancha,TA Express,Fo-Fo,Franchise,Chevron,,,20 Gills Station Road,Olancha,California,93549,Western / 04,099,36.0477112,-117.9453874
431,6431,TA Express Osseo,TA Express,Fo-Fo,Franchise,Gulf,Family Restaurant,FALSE,12613 Gunderson Road,Osseo,Wisconsin,54758,Northeast / 01,097,44.5782900,-91.1992600
186,5064,TA Express Parowan,TA Express,Co-Co,COCO,Shell,,,1130 N. 100 W.,Parowan,Utah,84761,Western / 04,017,37.8607000,-112.8291000
963,6963,TA Express Pine Grove,TA Express,Fo-Fo,Franchise,Conoco,,,482 Suedberg Road,Pine Grove,Pennsylvania,17963,Northeast / 01,097,40.5338500,-76.4317400
445,6445,TA Express Pleasanton,TA Express,Fo-Fo,Franchise,Valero,,,109963 Interstate 37,Pleasanton,Texas,78064,Western / 04,098,28.9952090,-98.4333210
433,6433,TA Express Riverton,TA Express,Fo-Fo,Franchise,Shell,,,2855 Overpass Road,Riverton,Illinois,62561,Western / 04,097,39.8423772,-89.5210377
520,6520,TA Express Rock Springs,TA Express,Fo-Fo,Franchise,Gulf,,,1620 Elk Street,Rock Springs,Wyoming,82901,Western / 04,099,41.6122000,-109.2297200
437,6437,TA Express Ronks,TA Express,Fo-Fo,Franchise,Marathon,,,2622 Lincoln Hwy East,Ronks,Pennsylvania,17527,Northeast / 01,097,40.0197000,-76.1818000
966,6966,TA Express Savanna,TA Express,Fo-Fo,Franchise,Phillips,,,9062 US Hwy 69,Savanna,Oklahoma,74565,Western / 04,098,34.8333830,-95.8395900
930,6930,TA Express South Coffeyville,TA Express,Fo-Fo,Franchise,TA,,,111 E. County Road 2,South Coffeyville,Oklahoma,74072,Western / 04,098,36.9854300,-95.6249800
480,6480,TA Express St. Rose,TA Express,Co-Co,COCO,Marathon,,,10405 E. Airline Hwy,St. Rose,Louisiana,70087,Northeast / 01,015,29.9735350,-90.2990780
418,6418,TA Express Statesboro,TA Express,Co-Co,COCO,Amoco,,,2930 Highway 301 South,Register,Georgia,30452,Northeast / 01,007,32.3030701,-81.8721550
272,1750,TA Express Steele,TA Express,Fo-Fo,Franchise,Shell,,,620 Mitchell Avenue North,Steele,North Dakota,58482,Western / 04,097,46.8618000,-99.9157000
486,6486,TA Express Stony Creek,TA Express,Co-Co,COCO,Exxon,,,13306 St. John Church Road,Stony Creek,Virginia,23882,Northeast / 01,006,36.9777080,-77.3954970
274,6274,TA Express Summit,TA Express,Fo-Fo,Franchise,Cenex,,,45789 US Hwy 12,Summit,South Dakota,57266,Northeast / 01,097,45.3112000,-97.0462600
158,5084,TA Express Tampa,TA Express,Co-Co,COCO,BP,,,11706 Tampa Gateway Blvd.,Seffner,Florida,33584,Northeast / 01,011,28.0099000,-82.3010000
435,6435,TA Express Thomson,TA Express,Fo-Fo,Franchise,Unbranded,,,2657 Cobbham Road,Thomson,Georgia,30824,Northeast / 01,098,33.5098800,-82.4497500
451,6451,TA Express Tonkawa,TA Express,Fo-Fo,Franchise,Phillips,,,16700 W South Ave,Tonkawa,Oklahoma,74653,Western / 04,098,36.6959800,-97.3514600
275,6275,TA Express Vermillion,TA Express,Fo-Fo,Franchise,BP,,,47051 SD Hwy 50,Burbank,South Dakota,57010,Northeast / 01,097,42.7850000,-96.7970000
350,6350,TA Express Vinton,TA Express,Co-Co,COCO,Valero,,,601 Westway Blvd.,Canutillo,Texas,79835,Western / 04,027,31.9581000,-106.5800000
649,13649,TA Express Walsenburg,TA Express,Co-Co,COCO,Phillips,,,455 US-85,Walsenburg,Colorado,81089,Western / 04,020,37.6537000,-104.7938000
488,6488,TA Express Warfield,TA Express,Co-Co,COCO,Exxon,,,12461 Old Stage Rd.,Warfield,Virginia,23889,Northeast / 01,006,36.9405939,-77.7352231
458,6458,TA Express Wendover,TA Express,Fo-Fo,Franchise,Sunoco,Black Bear Diner,TRUE,800 Leppy Hills Blvd,West Wendover,Nevada,89883,Western / 04,099,40.7421000,-114.0588300
283,6283,TA Express West Point,TA Express,Fo-Fo,Franchise,Gulf,,,3000 Kia Blvd,West Point,Georgia,31833,Northeast / 01,098,32.9303500,-85.1161300
292,6292,TA Express White Hills,TA Express,Fo-Fo,Franchise,Conoco,,,19210 US Hwy 93,White Hills,Arizona,86445,Western / 04,099,35.6840000,-114.4672000
949,6949,TA Express Williston,TA Express,Fo-Fo,Franchise,Sunoco,,,13553 64th Street,Williston,North Dakota,58801,Western / 04,097,48.3433400,-103.6158600
519,6519,TA Fillmore,TA,Fo-Fo,Franchise,76,,,885 S Park Ave,Fillmore,Utah,84631,Western / 04,099,38.9503700,-112.3527700
527,6527,TA Florence,TA,Fo-Fo,Franchise,BP,,,2301 W. Lucas Street,Florence,South Carolina,29501,Northeast / 01,098,34.2364000,-79.8065000
93,5072,TA Florence,TA,Co-Co,COCO,Amoco,,,7777 Burlington Pike,Florence,Kentucky,41042,Northeast / 01,009,39.0001000,-84.6447000
175,315,TA Foristell,TA,Co-Co,COCO,BP,,,3265 N. Service Road East,Foristell,Missouri,63348-0069,Western / 04,019,38.8171000,-90.9495000
544,6544,TA Franklin,TA,Fo-Fo,Franchise,BP,,,4400 Peytonsville Road,Franklin,Tennessee,37064,Northeast / 01,098,35.8603000,-86.8299000
188,5067,TA Ft. Bridger,TA,Co-Co,COCO,Shell,,,"I-80 at Bigelow Road, Exit 30",Ft. Bridger,Wyoming,82933,Western / 04,017,41.3144000,-110.5095000
508,6508,TA Fultonville,TA,Fo-Fo,Franchise,,Miss J's Diner,TRUE,40 Riverside Drive,Fultonville,New York,12072,Northeast / 01,097,42.9485460,-74.3630640
8,5024,TA Gallup,TA,Co-Co,COCO,Phillips,Country Pride,FALSE,3404 W Historical Highway 66,Gallup,New Mexico,87301-6841,Western / 04,030,35.5059000,-108.8359000
231,6231,TA Ganado,TA,Co-Co,COCO,Phillips,,,"802 E. York, Hwy 59",Ganado,Texas,77962,Western / 04,027,29.0496000,-96.5034000
932,6932,TA Garden City,TA,Fo-Fo,Franchise,Gulf,Black Bear Diner,TRUE,1265 Solar Avenue,Garden City,Kansas,67846,Western / 04,099,38.0053400,-100.8842500
10,5013,TA Gary,TA,Co-Co,COCO,BP,,,2510 Burr St.,Gary,Indiana,46406,Northeast / 01,016,41.5730000,-87.4045000
471,6471,TA Glenrio,TA,Co-Co,COCO,Phillips,Russell's Route 66 Café,FALSE,1583 Frontage Rd 4132,Glenrio,New Mexico,88434,Western / 04,030,35.1752465,-103.1040729
193,512,TA Grand Island,TA,Co-Co,COCO,Shell,Country Pride,FALSE,8033 West Holling Rd.,Alda,Nebraska,68810-0167,Western / 04,019,40.7998000,-98.4960000
951,6951,TA Grandview,TA,Fo-Fo,Franchise,TA,Applebee's/IHOP,,100 Higgins Way,Grandview,Washington,98930,Western / 04,099,46.2759100,-119.9287600
213,6213,TA Greencastle,TA,Co-Co,COCO,BP,Country Pride,FALSE,10835 John Wayne Drive,Greencastle,Pennsylvania,17225,Northeast / 01,003,39.7846000,-77.7126000
211,6211,TA Greenland,TA,Co-Co,COCO,BP,Country Pride,FALSE,108 Ocean Road,Greenland,New Hampshire,03840,Northeast / 01,004,43.0431000,-70.8182000
2,5025,TA Greensboro,TA,Co-Co,COCO,BP,,,1101 NC Highway 61,Whitsett,North Carolina,27377-0218,Northeast / 01,006,36.0635000,-79.5636000
237,6237,TA Greenwood,TA,Co-Co,COCO,Shell,,,8560 Greenwood Rd,Greenwood,Louisiana,71033,Northeast / 01,015,32.4461000,-93.9493000
215,6215,TA Harborcreek,TA,Co-Co,COCO,BP,IHOP,FALSE,4050 Depot Road,Erie,Pennsylvania,16510,Northeast / 01,012,42.1409000,-79.9246000
12,5037,TA Harrisburg,TA,Co-Co,COCO,,Country Pride,FALSE,7848 Linglestown Road,Harrisburg,Pennsylvania,17112-0535,Northeast / 01,003,40.3550000,-76.7241000
80,6300,TA Headquarters,TA,HQ,COCO,,,,24601 Center Ridge Rd.,Westlake,Ohio,44145,,,41.4565000,-81.8942000
39,186,TA Hebron,TA,Co-Co,COCO,BP,,FALSE,"10679 Lancaster Road, SE",Hebron,Ohio,43025-0520,Northeast / 01,009,39.9389000,-82.5349000
333,6333,TA Hillsboro,TA,Co-Co,COCO,Shell,IHOP,TRUE,160 State Hwy 77,Hillsboro,Texas,76645,Western / 04,028,32.0455000,-97.0920000
246,6246,TA Holbrook,TA,Co-Co,COCO,Shell,,,3747 Express Drive,Holbrook,Arizona,86025,Western / 04,030,34.9054000,-110.2108000
526,6526,TA Hudson,TA,Fo-Fo,Franchise,Amoco,,,713 Hwy 12,Hudson,Wisconsin,54016-0630,Northeast / 01,097,44.9655000,-92.6785000
276,6276,TA Huntington,TA,Fo-Fo,Franchise,Gulf,,,5945 US Hwy 30,Huntington,Oregon,97907,Western / 04,099,44.2934200,-117.2249100
149,198,TA Hurricane,TA,Co-Co,COCO,Amoco,,,4195 State Route 34,Hurricane,West Virginia,25526-9772,Northeast / 01,009,38.4543000,-81.9350000
513,6513,TA Jackson,TA,Fo-Fo,Franchise,Phillips,Miss J's Diner,,80 Dixon Run Road,Jackson,Ohio,45640,Northeast / 01,097,38.9964600,-82.5533500
248,6248,TA Jacksonville South,TA,Co-Co,COCO,Amoco,,,1650 C.R. 210 West,Jacksonville,Florida,32259-2011,Northeast / 01,011,30.0661000,-81.4961000
554,6554,TA Jane Lew,TA,Fo-Fo,Franchise,Amoco,IHOP,,102 Jesse Run Rd,Jane Lew,West Virginia,26378,East / 01,097,39.1031000,-80.3897100
71,5048,TA Janesville,TA,Fo-Fo,Franchise,Mobil,,,3222 Hwy. 14 East,Janesville,Wisconsin,53546-8218,Northeast / 01,097,42.7143000,-88.9793000
139,187,TA Jeffersonville,TA,Co-Co,COCO,BP,IHOP,,12403 US Rt 35 NW,Jeffersonville,Ohio,43128-0068,Northeast / 01,009,39.6166000,-83.6038000
484,,TA Kansas City Mobile Maintenance,TA,Co-Co,COCO,,,,3801 N. Skiles Ave.,Kansas City,Missouri,64161,Western / 04,034,39.1626483,-94.4834943
94,439,TA Kingman,TA,Co-Co,COCO,Sinclair,Black Bear Diner,FALSE,946 West Beale Street,Kingman,Arizona,86401,Western / 04,032,35.1901000,-114.0702000
29,189,TA Kingsville,TA,Co-Co,COCO,BP,,FALSE,5551 St Rt 193,Kingsville,Ohio,44048,Northeast / 01,012,41.8765000,-80.6671000
269,6269,TA Knoxville West,TA,Co-Co,COCO,Amoco,,,615 Watt Road,Knoxville,Tennessee,37922-1112,Northeast / 01,013,35.8731000,-84.2379000
161,770,TA Lafayette,TA,Co-Co,COCO,Phillips,,FALSE,1701 North University Ave.,Lafayette,Louisiana,70507-6399,Northeast / 01,015,30.2521000,-92.0381000
288,6288,TA Lake City,TA,Fo-Fo,Franchise,Sunoco,Global Bar & Grill,FALSE,14197 South US HWY 441,Lake City,Florida,32024,Northeast / 01,098,29.9955800,-82.5967200
249,6249,TA Lake Park,TA,Co-Co,COCO,BP,,,6901 Bellville Road,Lake Park,Georgia,31636-0430,Northeast / 01,011,30.6440000,-83.1876000
543,6543,TA Lake Station,TA,Fo-Fo,Franchise,BP,,,1201 Ripley Street,Lake Station,Indiana,46405,Northeast / 01,097,41.5906000,-87.2393000
68,5038,TA Lamar,TA,Co-Co,COCO,BP,Country Pride,FALSE,5600 Nittany Valley Drive,Lamar,Pennsylvania,16848-0278,Northeast / 01,012,41.0275000,-77.5210000
153,6153,TA Laredo,TA,Co-Co,COCO,Valero,IHOP,TRUE,1010 Beltway Parkway,Laredo,Texas,78045,Western / 04,027,27.6875000,-99.4634000
14,5003,TA Las Cruces,TA,Co-Co,COCO,Shell,,,202 N. Motel Blvd,Las Cruces,New Mexico,88007,Western / 04,030,32.2977000,-106.8115000
108,421,TA Las Vegas,TA,Co-Co,COCO,Sinclair,,,8050 Dean Martin Drive,Las Vegas,Nevada,89139,Western / 04,017,36.0433000,-115.1873000
407,,TA Las Vegas Mobile Maintenance,TA,Co-Co,COCO,,,,8050 Dean Martin Dr.,Las Vegas,Nevada,89139,Western / 04,032,36.1699000,-115.1398000
261,6261,TA Laurel,TA,Co-Co,COCO,Exxon,TA Cafe,FALSE,11360 South Frontage Road,Laurel,Montana,59044,Western / 04,023,45.6823000,-108.7038000
428,6428,TA Lexington,TA,Co-Co,COCO,Amoco,IHOP,TRUE,2516 N. Lee Highway,Lexington,Virginia,24450,Northeast / 01,003,37.8318000,-79.3779000
228,6228,TA Limon,TA,Co-Co,COCO,Phillips,Country Pride,FALSE,2200 Ninth Street,Limon,Colorado,80828,Western / 04,020,39.2710000,-103.7067000
532,6532,TA Lincoln,TA,Fo-Fo,Franchise,BP,,,75246 Alabama 77,Lincoln,Alabama,35096,Northeast / 01,098,33.5865000,-86.1248000
170,6170,TA Livingston,TA,Co-Co,COCO,Shell,,,435 Winton Parkway,Livingston,California,95334,Western / 04,026,37.3876000,-120.7382000
15,5030,TA Lodi,TA,Co-Co,COCO,BP,IHOP,FALSE,8834 Lake Road,Seville,Ohio,44273-0125,Northeast / 01,002,41.0322000,-81.9078000
24,118,TA London,TA,Co-Co,COCO,BP,,,940 US RT 42 NE,London,Ohio,43140-0560,Northeast / 01,009,39.9538000,-83.3796000
919,6919,TA Madera,TA,Fo-Fo,Franchise,Shell,,,32603 Avenue 7,Madera,California,93637,Western / 04,099,36.8523600,-119.9518000
45,676,TA Madison,TA,Co-Co,COCO,BP,,,2021 Eatonton Road,Madison,Georgia,30650,Northeast / 01,007,33.5524000,-83.4748000
50,307,TA Madison,TA,Co-Co,COCO,BP,,,5901 Highway 51,DeForest,Wisconsin,53532,Northeast / 01,016,43.1745000,-89.3255000
179,213,TA Manning,TA,Co-Co,COCO,BP,,,3014 Paxville Highway,Manning,South Carolina,29102,Northeast / 01,006,33.7046000,-80.2420000
178,605,TA Marianna,TA,Co-Co,COCO,BP,,FALSE,2112 Highway 71 South,Marianna,Florida,32448,Northeast / 01,011,30.7187000,-85.1837000
51,701,TA Matthews,TA,Co-Co,COCO,Amoco,,,854 State Hwy 80,Matthews,Missouri,63867,Western / 04,019,36.7582000,-89.5346000
210,6210,TA Maybrook,TA,Co-Co,COCO,Shell,Country Pride,FALSE,125 Neelytown Road,Montgomery,New York,12549,Northeast / 01,004,41.5042000,-74.2207000
925,6925,TA McComb,TA,Fo-Fo,Franchise,Shell,Denny's,,1120 Airport Fernwood Road,McComb,Mississippi,39648,Northeast / 01,098,31.1894900,-90.4861700
47,756,TA Meridian,TA,Co-Co,COCO,BP,Country Pride,FALSE,2150 Russell Mt. Gilead Road,Meridian,Mississippi,39301,Northeast / 01,014,32.3962000,-88.5826000
472,,TA Miami Mobile Maintenance,TA,Co-Co,COCO,,,,8909 20th Street,Vero Beach,Florida,32966,Northeast / 01,008,26.2294155,-80.1412408
214,6214,TA Milesburg,TA,Co-Co,COCO,Amoco,Country Pride,FALSE,875 N. Eagle Valley Rd.,Milesburg,Pennsylvania,16853,Northeast / 01,012,40.9589000,-77.7630000
181,5058,TA Mill City,TA,Co-Co,COCO,Mobil,,,6000 E. Frontage Road,Mill City,Nevada,89418,Western / 04,017,40.6932000,-118.0560000
974,6974,TA Mineral Wells,TA,Fo-Fo,Franchise,Amoco,IHOP,TRUE,470 Frontage Road,Mineral Wells,West Virginia,26150,Northeast / 01,097,39.1948200,-81.5260100
531,6531,TA Missoula,TA,Fo-Fo,Franchise,TA,,,8018 Hwy 93 N,Missoula,Montana,59808,Western / 04,099,46.9485000,-114.1298000
54,778,TA Mobile,TA,Co-Co,COCO,BP,,,9201 Grand Bay,Grand Bay,Alabama,36541,Northeast / 01,014,30.4985000,-88.3336000
251,6251,TA Mocksville,TA,Co-Co,COCO,Amoco,,,1670 US Hwy 601 N,Mocksville,North Carolina,27028,Northeast / 01,006,35.9250000,-80.5917000
69,5019,TA Monroe,TA,Co-Co,COCO,BP,,,1255 N Dixie Hwy,Monroe,Michigan,48162,Northeast / 01,002,41.9267000,-83.3632000
539,6539,TA Montgomery,TA,Fo-Fo,Franchise,Amoco,,,980 West South Blvd,Montgomery,Alabama,36105,Northeast / 01,098,32.3274600,-86.3322100
229,6229,TA Moriarty,TA,Co-Co,COCO,Shell,Country Pride,FALSE,1700 U.S. Route 66 West,Moriarty,New Mexico,87035,Western / 04,030,35.0095000,-106.0650000
236,6236,TA Morris,TA,Co-Co,COCO,BP,Black Bear Diner,FALSE,21 Romines Drive,Morris,Illinois,60450,Northeast / 01,018,41.3917000,-88.4203000
43,319,TA Mt Vernon,TA,Co-Co,COCO,Marathon,,,4510 Broadway St,Mt. Vernon,Illinois,62864,Northeast / 01,018,38.3134000,-88.9594000
924,6924,TA Mt. Vernon,TA,Fo-Fo,Franchise,Gulf,,,1501 East Mt. Vernon Blvd,Mt Vernon,Missouri,65712,Western / 04,097,37.0905923,-93.8012484
473,,TA Nashville Mobile Maintenance,TA,Co-Co,COCO,,,,13011 Old Hickory Blvd.,Antioch,Tennessee,37013,Northeast / 01,013,36.0161045,-86.6168647
232,6232,TA New Braunfels,TA,Co-Co,COCO,Shell,Black Bear Diner,FALSE,4817 I-35 North,New Braunfels,Texas,78130,Western / 04,027,29.7489000,-98.0579000
408,,TA Newark Mobile Maintenance,TA,Co-Co,COCO,,,,4492 Route 130 N,Burlington,New Jersey,08016,Northeast / 01,004,40.1232900,-74.7129600
95,104,TA North Canton,TA,Co-Co,COCO,,,,4450 Portage St. NW,Canton,Ohio,44720,Northeast / 01,002,40.8788000,-81.4295000
52,317,TA Oak Grove,TA,Co-Co,COCO,Amoco,IHOP,TRUE,100 North Broadway,Oak Grove,Missouri,64075,Western / 04,019,39.0176000,-94.1302000
91,5091,TA Oakley,TA,Fo-Fo,Franchise,Phillips,IHOP,TRUE,1001 Hwy 40,Oakley,Kansas,67748,Western / 04,099,39.1188000,-100.8110000
90,502,TA Ogallala,TA,Co-Co,COCO,Sinclair,Country Pride,FALSE,103 Prospector Drive,Ogallala,Nebraska,69153-3198,Western / 04,020,41.1138000,-101.7116000
36,5032,TA Oklahoma City East,TA,Co-Co,COCO,Valero,IHOP,TRUE,801 South Council Road,Oklahoma City,Oklahoma,73128-4218,Western / 04,029,35.4580000,-97.6556000
59,709,TA Oklahoma City West,TA,Co-Co,COCO,Valero,,,501 South Morgan Road,Oklahoma City,Oklahoma,73128,Western / 04,029,35.4617000,-97.6906000
162,417,TA Ontario,TA,Co-Co,COCO,Shell,Country Pride,FALSE,4265 East Guasti Road,Ontario,California,91761-1571,Western / 04,032,34.0649000,-117.5599000
412,,TA Ontario Mobile Maintenance,TA,Co-Co,COCO,,,,4265 East Guasti Road,Ontario,California,91761,Western / 04,032,34.0648915,-117.5600139
529,6529,TA Paulsboro,TA,Fo-Fo,Franchise,Amoco,,,171 Berkley Road,Paulsboro,New Jersey,08066,Northeast / 01,097,39.8190000,-75.2385000
